user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	"other_related_references(genome_id,species_name,radius,ANI,AF)"	msa_percent	translation_table	red_value	warnings
flye_nextpolish_0942_SemiBin_109	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp015074785	GCF_015074785.1	96.84	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp015074785	97.15	0.78	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have incongruent species assignments	"GCF_015074785.1, s__Prevotella sp015074785, 96.84, 97.15, 0.78; GCA_959596915.1, s__Prevotella copri_N, 96.9, 96.86, 0.741; GCF_003465495.1, s__Prevotella copri_G, 96.6, 96.38, 0.694; GCA_003463005.1, s__Prevotella copri_I, 95.0, 96.36, 0.719; GCA_021628325.1, s__Prevotella copri_R, 96.77, 96.26, 0.704; GCF_024330485.1, s__Prevotella copri_L, 97.07, 96.24, 0.698; GCA_021640525.1, s__Prevotella copri_S, 96.89, 96.21, 0.696; GCF_026015295.1, s__Prevotella copri_C, 97.02, 96.01, 0.689; GCF_026015625.1, s__Prevotella copri_H, 97.07, 95.95, 0.701; GCA_963639495.1, s__Prevotella sp963639495, 96.3, 95.92, 0.676; GCF_009494485.1, s__Prevotella copri_K, 96.86, 95.9, 0.712; GCF_025151535.1, s__Prevotella copri, 96.45, 95.83, 0.688; GCA_021618535.1, s__Prevotella copri_O, 96.81, 95.8, 0.776; GCA_021622245.1, s__Prevotella copri_J, 96.23, 95.79, 0.729; GCA_021615735.1, s__Prevotella copri_Q, 96.46, 95.77, 0.808; GCF_009494835.1, s__Prevotella copri_F, 96.78, 95.77, 0.71; GCF_949820605.1, s__Prevotella sp934191715, 96.29, 95.7, 0.712; GCA_021623045.1, s__Prevotella copri_T, 96.37, 95.52, 0.729; GCA_021635485.1, s__Prevotella copri_P, 96.24, 95.48, 0.653; GCA_963594575.1, s__Prevotella sp963594575, 96.24, 95.37, 0.66; GCF_026015465.1, s__Prevotella copri_E, 96.59, 95.32, 0.684; GCF_019249795.2, s__Prevotella copri_B, 96.93, 95.32, 0.657; GCF_032490515.1, s__Prevotella sp934202525, 95.18, 94.84, 0.684; GCF_019127135.1, s__Prevotella sp900551275, 95.0, 94.84, 0.666; GCA_958369755.1, s__Prevotella sp958369755, 95.0, 93.85, 0.598; GCF_026095235.1, s__Prevotella sp900557035, 95.0, 87.64, 0.322; GCF_009494395.1, s__Prevotella sp900546535, 95.0, 87.47, 0.326; GCF_040095255.1, s__Prevotella sinensis, 95.79, 87.19, 0.298; GCA_900556795.1, s__Prevotella sp900556795, 95.0, 87.14, 0.297; GCA_900551985.1, s__Prevotella sp900551985, 95.0, 87.13, 0.275; GCF_016803255.1, s__Prevotella copri_M, 95.0, 87.07, 0.323; GCF_019249655.2, s__Prevotella sp900767615, 96.51, 87.06, 0.313; GCA_021636625.1, s__Prevotella sp021636625, 95.0, 86.81, 0.241; GCA_900544825.1, s__Prevotella sp900544825, 95.0, 86.57, 0.308; GCF_024330295.1, s__Prevotella copri_A, 95.35, 86.51, 0.311; GCF_019249725.2, s__Prevotella sp945863825, 95.77, 85.96, 0.207; GCA_900554835.1, s__Prevotella sp900554835, 95.0, 85.77, 0.183; GCA_900555035.1, s__Prevotella sp900555035, 95.0, 85.49, 0.26; GCA_934196725.1, s__Prevotella sp934196725, 95.0, 85.39, 0.273; GCA_022741625.1, s__Prevotella sp022741625, 95.0, 85.33, 0.189; GCA_900765465.1, s__Prevotella sp900765465, 95.0, 85.29, 0.229; GCF_004535825.1, s__Prevotella hominis, 95.0, 84.52, 0.18; GCA_900548535.1, s__Prevotella intestinihominis, 95.0, 82.69, 0.182"	97.95	11	N/A	N/A
flye_nextpolish_0942_SemiBin_13	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis	GCF_000020605.1	95.02	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis	97.56	0.774	GCF_000020605.1	95.02	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis	97.56	0.774	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCA_902786155.1, s__Agathobacter sp900317585, 95.0, 94.79, 0.643; GCA_937935345.1, s__Agathobacter sp900546625, 95.0, 94.07, 0.72; GCA_934365945.1, s__Agathobacter sp934365945, 95.0, 91.94, 0.578; GCA_963586665.1, s__Agathobacter sp963586665, 95.0, 81.64, 0.153; GCA_963641405.1, s__Agathobacter sp963641405, 95.0, 81.53, 0.153"	89.95	11	N/A	N/A
flye_nextpolish_0942_SemiBin_156	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae	GCF_000742135.1	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae	98.97	0.885	GCF_000742135.1	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae	98.97	0.885	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCF_020526085.1, s__Klebsiella africana, 95.17, 95.07, 0.853; GCF_000828055.2, s__Klebsiella variicola, 95.0, 94.73, 0.856; GCF_002269255.1, s__Klebsiella quasivariicola, 95.0, 94.56, 0.87; GCF_020525925.1, s__Klebsiella quasipneumoniae, 95.0, 94.04, 0.854; GCA_902490055.1, s__Klebsiella sp902490055, 95.0, 87.35, 0.459; GCF_000215745.1, s__Klebsiella aerogenes, 95.0, 86.27, 0.494; GCA_029027985.1, s__Klebsiella aerogenes_A, 95.0, 85.38, 0.469; GCF_002925905.1, s__Klebsiella michiganensis, 95.0, 85.18, 0.485; GCF_900200035.1, s__Klebsiella grimontii, 95.0, 84.6, 0.465; GCF_013705725.1, s__Klebsiella sp013705725, 95.0, 84.22, 0.394; GCF_006539725.1, s__Klebsiella terrigena, 95.0, 84.16, 0.433; GCF_009707385.1, s__Klebsiella oxytoca_C, 95.0, 84.13, 0.401; GCF_001598695.1, s__Klebsiella oxytoca, 95.0, 84.12, 0.436; GCF_004342285.1, s__Klebsiella sp004342285, 95.0, 83.94, 0.403; GCF_036561965.2, s__Klebsiella lignicola, 95.0, 83.85, 0.391; GCA_039594335.1, s__Klebsiella sp039594335, 95.0, 83.8, 0.352; GCF_003261575.2, s__Klebsiella huaxiensis, 95.0, 83.79, 0.374; GCF_006711645.1, s__Klebsiella electrica, 95.0, 83.78, 0.38; GCA_036498385.1, s__Klebsiella sp036498385, 95.0, 83.69, 0.389; GCF_036562005.2, s__Klebsiella scottia, 95.0, 83.68, 0.365; GCF_902158555.1, s__Klebsiella spallanzanii, 95.0, 83.65, 0.393; GCF_000735435.1, s__Klebsiella planticola, 95.0, 83.62, 0.408; GCF_001598295.1, s__Klebsiella ornithinolytica, 95.34, 83.53, 0.404; GCF_005860775.1, s__Klebsiella indica, 95.0, 82.88, 0.301"	93.82	11	N/A	N/A
flye_nextpolish_0942_SemiBin_36	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp001517625	GCF_001517625.2	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp001517625	98.81	0.87	GCF_001517625.2	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp001517625	98.81	0.87	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCA_958441075.1, s__Enterocloster sp958441075, 95.0, 87.62, 0.506; GCF_013282095.1, s__Enterocloster alcoholdehydrogenati, 95.0, 80.42, 0.164"	70.73	11	N/A	N/A
flye_nextpolish_0942_SemiBin_61	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum butyriciproducens	GCF_003096535.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum butyriciproducens	95.42	0.776	GCF_003096535.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum butyriciproducens	95.42	0.776	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCA_963661675.1, s__Agathobaculum sp963661675, 95.0, 89.96, 0.557; GCF_934504345.1, s__Agathobaculum sp934504345, 95.0, 86.98, 0.463; GCA_900544475.1, s__Agathobaculum sp900544475, 95.0, 84.14, 0.212; GCF_014288055.1, s__Agathobaculum hominis, 95.0, 83.0, 0.201; GCA_963645185.1, s__Agathobaculum sp963645185, 95.0, 82.71, 0.183"	97.42	11	N/A	N/A
flye_nextpolish_0942_SemiBin_91	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Granulicatella;s__	N/A	N/A	N/A	N/A	N/A	GCA_937976325.1	95	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Granulicatella;s__Granulicatella sp937976325	93.84	0.749	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Granulicatella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCA_963551375.1, s__Granulicatella sp963551375, 95.64, 94.56, 0.759; GCF_041433555.1, s__Granulicatella sp041433555, 95.6, 94.51, 0.82; GCA_902479935.1, s__Granulicatella sp902479935, 95.32, 94.51, 0.793; GCA_916049935.1, s__Granulicatella sp916049935, 95.67, 94.5, 0.715; GCA_916438765.1, s__Granulicatella sp916438765, 95.37, 94.43, 0.791; GCF_001071995.1, s__Granulicatella sp001071995, 95.07, 94.32, 0.803; GCA_001058355.1, s__Granulicatella sp001058355, 95.0, 94.29, 0.77; GCA_963521405.1, s__Granulicatella sp963521405, 95.6, 94.22, 0.778; GCA_963552295.1, s__Granulicatella sp963552295, 95.6, 94.18, 0.738; GCF_041433575.1, s__Granulicatella sp015264885, 95.38, 94.01, 0.825; GCA_015264955.1, s__Granulicatella sp015264955, 95.14, 93.99, 0.789; GCA_934193545.1, s__Granulicatella sp934193545, 95.0, 93.99, 0.773; GCA_963515505.1, s__Granulicatella sp963515505, 95.01, 93.97, 0.713; GCA_916050055.1, s__Granulicatella sp916050055, 95.2, 93.87, 0.745; GCA_963526005.1, s__Granulicatella sp963526005, 95.37, 93.86, 0.716; GCA_937967765.1, s__Granulicatella sp937967765, 95.2, 93.86, 0.707; GCA_916719965.1, s__Granulicatella sp916719965, 95.13, 93.82, 0.726; GCA_900551535.1, s__Granulicatella sp900551535, 95.0, 93.7, 0.687; GCA_937923125.1, s__Granulicatella sp937923125, 95.08, 93.59, 0.739; GCA_018364485.1, s__Granulicatella adiacens_A, 95.0, 93.07, 0.767; GCA_938039195.1, s__Granulicatella sp938039195, 95.21, 92.25, 0.741; GCA_963548485.1, s__Granulicatella sp963548485, 95.0, 91.43, 0.665; GCA_963540995.1, s__Granulicatella sp963540995, 95.0, 90.82, 0.717; GCA_905371865.1, s__Granulicatella sp905371865, 95.0, 89.83, 0.425; GCF_025150565.1, s__Granulicatella adiacens, 95.0, 89.72, 0.613; GCF_041433585.1, s__Granulicatella sp938017885, 95.45, 89.45, 0.588; GCF_938030755.1, s__Granulicatella sp938030755, 95.0, 88.96, 0.566; GCA_963523415.1, s__Granulicatella sp963523415, 95.0, 87.47, 0.459"	74.25	11	0.99813	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
flye_nextpolish_0942_SemiBin_95	d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCA_902466275.1, s__Veillonella sp902466275, 96.69, 92.28, 0.546; GCA_018376995.1, s__Veillonella sp018376995, 95.0, 92.22, 0.748; GCF_040097785.1, s__Veillonella parvula_D, 96.76, 92.18, 0.755; GCF_018783925.1, s__Veillonella parvula_A, 96.37, 92.01, 0.742; GCF_032550495.1, s__Veillonella parvula_G, 96.63, 91.94, 0.753; GCF_024461875.1, s__Veillonella parvula_I, 96.34, 91.94, 0.752; GCA_032483415.1, s__Veillonella sp032483415, 96.76, 91.94, 0.739; GCF_040094895.1, s__Veillonella parvula_L, 96.37, 91.89, 0.747; GCF_036456085.1, s__Veillonella parvula_E, 96.38, 91.85, 0.752; GCA_018382475.1, s__Veillonella parvula_F, 96.75, 91.84, 0.747; GCF_002847925.1, s__Veillonella parvula_H, 96.08, 91.75, 0.743; GCF_032575955.1, s__Veillonella parvula_J, 96.37, 91.74, 0.743; GCF_018378075.1, s__Veillonella parvula_K, 96.75, 91.73, 0.729; GCA_032480995.1, s__Veillonella sp032480995, 96.1, 91.71, 0.742; GCF_014306175.1, s__Veillonella hominis, 95.84, 91.68, 0.747; GCF_032470285.1, s__Veillonella sp032470285, 96.37, 91.6, 0.737; GCF_041333735.1, s__Veillonella sp041333735, 95.0, 91.5, 0.741; GCF_900637515.1, s__Veillonella dispar, 95.03, 91.49, 0.766; GCF_000024945.1, s__Veillonella parvula, 95.74, 91.44, 0.739; GCF_002959775.1, s__Veillonella rogosae, 95.0, 91.42, 0.725; GCF_002959755.1, s__Veillonella sp002959755, 95.06, 91.38, 0.744; GCF_905209685.1, s__Veillonella sp905209685, 95.04, 91.31, 0.696; GCF_937975875.1, s__Veillonella dispar_B, 95.07, 91.06, 0.683; GCF_040094025.1, s__Veillonella fallax, 95.0, 90.96, 0.744; GCF_013393365.1, s__Veillonella nakazawae, 95.14, 90.84, 0.732; GCF_900538355.1, s__Veillonella sp900538355, 95.0, 90.83, 0.732; GCF_963524655.1, s__Veillonella sp963524655, 95.0, 90.78, 0.696; GCF_915069625.1, s__Veillonella sp915069625, 95.18, 90.78, 0.667; GCA_900549845.1, s__Veillonella sp900549845, 95.0, 90.75, 0.604; GCA_915066865.1, s__Veillonella sp915066865, 96.36, 90.74, 0.692; GCA_902477915.1, s__Veillonella sp902477915, 95.0, 90.64, 0.683; GCA_019419725.1, s__Veillonella sp019419725, 95.0, 90.63, 0.597; GCA_902478055.1, s__Veillonella sp902478055, 95.0, 90.63, 0.586; GCA_934216375.1, s__Veillonella sp934216375, 96.5, 90.61, 0.533; GCA_902489125.1, s__Veillonella sp902489125, 95.0, 90.56, 0.579; GCF_018381775.1, s__Veillonella sp018381775, 95.05, 90.52, 0.729; GCF_019414865.1, s__Veillonella sp019414865, 95.0, 90.51, 0.643; GCA_032482215.1, s__Veillonella sp032482215, 95.0, 90.51, 0.564; GCF_945949885.1, s__Veillonella parvula_B, 96.09, 90.43, 0.69; GCF_002959895.1, s__Veillonella infantium, 95.34, 90.41, 0.723; GCA_900552715.1, s__Veillonella sp900552715, 95.0, 90.36, 0.659; GCF_900545205.1, s__Veillonella sp900545205, 95.0, 90.3, 0.688; GCA_900552445.1, s__Veillonella sp900552445, 95.0, 90.27, 0.553; GCF_003463825.1, s__Veillonella sp003463825, 95.0, 90.18, 0.716; GCA_959608595.1, s__Veillonella sp959608595, 95.55, 90.12, 0.509; GCA_900766125.1, s__Veillonella sp900766125, 95.0, 90.06, 0.484; GCA_958351665.1, s__Veillonella infantium_A, 95.0, 90.04, 0.479; GCA_947096075.1, s__Veillonella parvula_C, 96.2, 89.87, 0.611; GCA_900550175.1, s__Veillonella sp900550175, 95.0, 89.87, 0.572; GCA_900556785.1, s__Veillonella sp900556785, 95.0, 89.75, 0.551; GCA_900757715.1, s__Veillonella sp900757715, 95.0, 89.68, 0.677; GCA_934183145.1, s__Veillonella sp934183145, 95.0, 89.61, 0.576; GCF_963543145.1, s__Veillonella sp963543145, 95.0, 89.46, 0.675; GCF_934190855.1, s__Veillonella sp934190855, 95.0, 89.31, 0.585; GCF_963522475.1, s__Veillonella sp963522475, 95.0, 89.12, 0.63; GCF_938010505.1, s__Veillonella sp938010505, 95.0, 88.4, 0.64; GCA_934202215.1, s__Veillonella sp934202215, 95.0, 88.18, 0.48; GCF_002959915.1, s__Veillonella atypica, 95.0, 84.85, 0.301; GCF_001078375.1, s__Veillonella tobetsuensis, 95.0, 84.79, 0.278; GCF_041431535.1, s__Veillonella sp934202095, 95.0, 84.67, 0.276; GCF_963534045.1, s__Veillonella sp963534045, 95.0, 84.16, 0.256; GCA_022737715.1, s__Veillonella sp022737715, 95.0, 83.38, 0.191; GCA_963539855.1, s__Veillonella sp963539855, 95.0, 83.18, 0.193; GCA_905214495.1, s__Veillonella sp905214495, 95.0, 83.04, 0.215; GCF_934230905.1, s__Veillonella sp934230905, 95.0, 82.4, 0.217; GCF_900187285.1, s__Veillonella rodentium, 95.12, 81.64, 0.161; GCF_002959855.1, s__Veillonella denticariosi, 95.0, 80.93, 0.178"	68.07	11	0.98502	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
flye_nextpolish_4143_SemiBin_23	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Jutongia;s__Jutongia huaianensis	GCF_014384985.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Jutongia;s__Jutongia huaianensis	98.82	0.842	GCF_014384985.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Jutongia;s__Jutongia huaianensis	98.82	0.842	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Jutongia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCA_900759665.1, s__Jutongia sp900759665, 95.0, 90.06, 0.542; GCA_934339135.1, s__Jutongia sp934339135, 95.0, 89.97, 0.622; GCA_934338765.1, s__Jutongia sp934338765, 95.0, 89.52, 0.558; GCA_902788645.1, s__Jutongia sp902788645, 95.0, 88.58, 0.552; GCF_003478445.1, s__Jutongia sp003524945, 95.0, 82.53, 0.191; GCA_022774505.1, s__Jutongia sp022774505, 95.0, 81.63, 0.156"	90.79	11	N/A	N/A
flye_nextpolish_4143_SemiBin_401	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus ammoniilyticus	GCF_025567345.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus ammoniilyticus	97.67	0.823	GCF_025567345.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus ammoniilyticus	97.67	0.823	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCA_020735665.1, s__Coprococcus sp000154245, 95.0, 94.5, 0.691; GCA_937894905.1, s__Coprococcus sp002437435, 95.0, 89.89, 0.562"	93.19	11	N/A	N/A
flye_nextpolish_8366_SemiBin_135	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__Hominicoprocola sp900317525	GCF_018918025.1	95.11	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__Hominicoprocola sp900317525	96.52	0.722	GCF_018918025.1	95.11	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__Hominicoprocola sp900317525	96.52	0.722	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCA_002437735.1, s__Hominicoprocola sp002437735, 95.0, 94.79, 0.776; GCA_937915075.1, s__Hominicoprocola sp937915075, 95.0, 94.12, 0.643; GCA_963654505.1, s__Hominicoprocola sp963654505, 95.0, 88.44, 0.516; GCA_021531315.1, s__Hominicoprocola sp900552375, 95.0, 88.28, 0.529; GCA_934553255.1, s__Hominicoprocola sp934553255, 95.0, 88.23, 0.603; GCA_934589665.1, s__Hominicoprocola sp934589665, 95.0, 83.58, 0.219; GCA_037419475.1, s__Hominicoprocola sp037419475, 95.0, 83.57, 0.253; GCA_020687125.1, s__Hominicoprocola fusiformis, 95.0, 81.91, 0.158; GCA_963612845.1, s__Hominicoprocola sp963612845, 95.0, 81.52, 0.161; GCA_900763705.1, s__Hominicoprocola sp900763705, 95.0, 81.02, 0.154; GCA_037343695.1, s__Hominicoprocola sp037343695, 95.0, 80.93, 0.152"	84.35	11	N/A	N/A
flye_nextpolish_8366_SemiBin_26	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A;s__	N/A	N/A	N/A	N/A	N/A	GCA_019421265.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A;s__Dorea_A sp019421265	97.17	0.38	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCF_025567265.1, s__Dorea_A amylophila, 96.98, 96.64, 0.521; GCF_000424345.1, s__Dorea_A longicatena_C, 95.0, 95.19, 0.473; GCA_934309195.1, s__Dorea_A sp934309195, 95.0, 94.01, 0.467; GCF_025150085.1, s__Dorea_A longicatena, 95.0, 91.08, 0.362; GCA_900550865.1, s__Dorea_A sp900550865, 95.0, 90.51, 0.384; GCA_963595255.1, s__Dorea_A sp963595255, 95.0, 87.08, 0.292; GCA_934295165.1, s__Dorea_A sp934295165, 95.0, 86.66, 0.255; GCF_934294775.1, s__Dorea_A sp934294775, 95.0, 84.63, 0.186"	70.12	11	0.99679	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
flye_nextpolish_8366_SemiBin_281	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	GCF_000012845.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	99.02	0.885	GCF_000012845.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	99.02	0.885	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCF_004793765.1, s__Parabacteroides distasonis_A, 95.0, 94.07, 0.643; GCF_011038785.1, s__Parabacteroides sp011038785, 95.0, 90.39, 0.584; GCA_028689545.1, s__Parabacteroides sp028689545, 95.0, 90.23, 0.616; GCF_947855115.1, s__Parabacteroides sp947855115, 95.0, 87.88, 0.565"	97.12	11	N/A	N/A
flye_nextpolish_8366_SemiBin_347	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae	GCF_025151215.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae	99.91	0.957	GCF_025151215.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae	99.91	0.957	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCA_019411205.1, s__Parabacteroides sp019411205, 95.0, 91.6, 0.746; GCF_025151045.1, s__Parabacteroides johnsonii, 95.0, 90.79, 0.672; GCF_902493135.1, s__Parabacteroides sp902493135, 95.0, 89.07, 0.601; GCF_014287585.1, s__Parabacteroides hominis, 95.0, 88.35, 0.622; GCA_910577325.1, s__Parabacteroides sp910577325, 95.0, 87.17, 0.491; GCF_900155425.1, s__Parabacteroides massiliensis, 95.0, 87.05, 0.543; GCA_041225035.1, s__Parabacteroides sp900760525, 95.0, 86.49, 0.548; GCA_017937385.1, s__Parabacteroides sp017937385, 95.0, 83.57, 0.328; GCF_003363715.1, s__Parabacteroides acidifaciens, 95.0, 81.16, 0.237; GCF_900552465.1, s__Parabacteroides sp900552465, 95.0, 80.76, 0.218"	95.85	11	N/A	N/A
flye_nextpolish_8366_SemiBin_70	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp937967235	GCA_937967235.1	95.32	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp937967235	95.55	0.676	GCA_916988195.3	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp900549635	94.77	0.688	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__	taxonomic classification defined by topology and ANI	N/A	"GCA_934668605.1, s__CAG-170 sp934668605, 95.0, 89.51, 0.481; GCA_937907715.1, s__CAG-170 sp937907715, 95.0, 84.62, 0.314; GCA_934661715.1, s__CAG-170 sp934661715, 95.0, 84.56, 0.238; GCA_003516765.1, s__CAG-170 sp003516765, 95.0, 83.59, 0.249; GCA_002437575.1, s__CAG-170 sp002437575, 95.0, 83.29, 0.231"	55.74	11	N/A	N/A
