user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
flye2.9.6_8915_SemiBin_448	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C callidus	GCF_000468015.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C callidus	97.27	0.777	GCF_000468015.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C callidus	97.27	0.777	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_000980705.1, s__Ruminococcus_C sp000980705, 95.0, 85.21, 0.318; GCA_934463425.1, s__Ruminococcus_C sp934463425, 95.0, 83.81, 0.299; GCA_963590855.1, s__Ruminococcus_C sp963590855, 95.0, 83.38, 0.254; GCF_020709055.1, s__Ruminococcus_C sp000437175, 95.0, 83.04, 0.152	92.75	11	N/A	N/A
flye2.9.6_8915_SemiBin_55	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__	N/A	N/A	N/A	N/A	N/A	GCF_014287355.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__Schaedlerella hominis	95.8	0.443	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_934435195.1, s__Schaedlerella sp934435195, 95.0, 93.7, 0.471	69.38	11	0.99914	N/A
flye2.9.6_934_SemiBin_4	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp003477525	GCA_003477525.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp003477525	98.52	0.868	GCA_003477525.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp003477525	98.52	0.868	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_025148125.1, s__Blautia_A wexlerae, 95.13, 87.3, 0.298; GCF_013300825.1, s__Blautia_A wexlerae_B, 95.0, 86.22, 0.254; GCF_018919065.1, s__Blautia_A sp018919065, 95.0, 86.15, 0.296; GCA_003471165.1, s__Blautia_A sp003471165, 95.0, 85.91, 0.296; GCF_033096465.1, s__Blautia_A luti, 95.0, 85.38, 0.243; GCF_934416185.1, s__Blautia_A sp934416185, 95.0, 84.76, 0.229; GCF_014297245.1, s__Blautia_A difficilis, 95.0, 84.49, 0.192	46.19	11	N/A	N/A
flye2.9.6_934_SemiBin_52	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hominisplanchenecus;s__Hominisplanchenecus faecis	GCF_020687205.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hominisplanchenecus;s__Hominisplanchenecus faecis	98.77	0.582	GCF_020687205.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hominisplanchenecus;s__Hominisplanchenecus faecis	98.77	0.582	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hominisplanchenecus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900551235.1, s__Hominisplanchenecus sp900551235, 95.0, 87.53, 0.276; GCA_905214675.1, s__Hominisplanchenecus sp905214675, 95.0, 87.23, 0.28	38.96	11	N/A	Genome has more than 25.0% of markers with multiple hits
flye2.9.6_942_SemiBin_156	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp027669365	GCA_027669365.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp027669365	95.69	0.853	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have incongruent species assignments	GCA_027669365.1, s__Collinsella sp027669365, 95.0, 95.69, 0.853; GCA_905205405.1, s__Collinsella sp905205405, 95.06, 95.18, 0.847; GCA_902490405.1, s__Collinsella sp902490405, 95.0, 94.89, 0.848; GCA_937922225.1, s__Collinsella sp937922225, 95.14, 94.87, 0.854; GCA_905197595.1, s__Collinsella sp905197595, 95.0, 94.85, 0.856; GCA_905214435.1, s__Collinsella sp905214435, 95.07, 94.83, 0.858; GCA_958451615.1, s__Collinsella sp958451615, 95.17, 94.82, 0.841; GCF_003436275.1, s__Collinsella sp003436275, 95.62, 94.67, 0.819; GCA_900544895.1, s__Collinsella sp900544895, 95.07, 94.65, 0.863; GCA_958433005.1, s__Collinsella sp958433005, 95.0, 94.63, 0.843; GCF_028207065.1, s__Collinsella aerofaciens_AR, 95.07, 94.63, 0.807; GCA_900540855.1, s__Collinsella sp900540855, 95.0, 94.61, 0.83; GCA_905214285.1, s__Collinsella sp905214285, 95.26, 94.56, 0.833; GCA_902493145.1, s__Collinsella sp902493145, 95.02, 94.52, 0.859; GCA_902466075.1, s__Collinsella sp902466075, 95.04, 94.52, 0.838; GCA_019419425.1, s__Collinsella sp019419425, 95.0, 94.47, 0.815; GCA_958443265.1, s__Collinsella sp958443265, 95.0, 94.35, 0.802; GCF_009876115.1, s__Collinsella aerofaciens_N, 95.0, 94.35, 0.8; GCA_938011935.1, s__Collinsella sp938011935, 95.06, 94.35, 0.73; GCA_019413925.1, s__Collinsella sp019413925, 95.0, 94.33, 0.828; GCA_902494855.1, s__Collinsella sp902494855, 95.0, 94.26, 0.817; GCA_900551015.1, s__Collinsella sp900551015, 95.0, 94.23, 0.839; GCA_900552995.1, s__Collinsella sp900552995, 95.09, 94.18, 0.778; GCA_900552895.1, s__Collinsella sp900552895, 95.0, 94.02, 0.798; GCA_902462065.1, s__Collinsella sp902462065, 95.0, 93.86, 0.825; GCA_900754275.1, s__Collinsella sp900754275, 95.06, 93.82, 0.817; GCA_959020715.1, s__Collinsella sp959020715, 95.0, 93.82, 0.81; GCA_905199455.1, s__Collinsella aerofaciens_AW, 95.3, 93.81, 0.802; GCA_900754435.1, s__Collinsella sp900754435, 95.32, 93.81, 0.782; GCA_900549575.1, s__Collinsella sp900549575, 95.0, 93.81, 0.779; GCA_900546965.1, s__Collinsella sp900546965, 95.3, 93.73, 0.792; GCA_902478865.1, s__Collinsella sp902478865, 95.12, 93.72, 0.792; GCA_902468695.1, s__Collinsella sp902468695, 95.0, 93.7, 0.788; GCA_958441355.1, s__Collinsella sp958441355, 95.28, 93.69, 0.817; GCA_900550515.1, s__Collinsella sp900550515, 95.01, 93.62, 0.791; GCA_008668795.1, s__Collinsella aerofaciens_AS, 95.0, 93.6, 0.718; GCA_900551185.1, s__Collinsella sp900551185, 95.3, 93.58, 0.779; GCA_902489955.1, s__Collinsella sp902489955, 95.04, 93.56, 0.799; GCA_902494605.1, s__Collinsella sp902494605, 95.0, 93.56, 0.792; GCA_902474645.1, s__Collinsella sp902474645, 95.18, 93.56, 0.787; GCA_937934165.1, s__Collinsella sp937934165, 95.08, 93.55, 0.774; GCA_900549745.1, s__Collinsella sp900549745, 95.0, 93.54, 0.802; GCA_900554905.1, s__Collinsella sp900554905, 95.02, 93.54, 0.784; GCA_958408685.1, s__Collinsella sp958408685, 95.02, 93.52, 0.823; GCA_902490305.1, s__Collinsella sp902490305, 95.0, 93.52, 0.812; GCA_900541005.1, s__Collinsella sp900541005, 95.0, 93.52, 0.8; GCA_900541245.1, s__Collinsella sp900541245, 95.0, 93.48, 0.782; GCA_902465015.1, s__Collinsella sp902465015, 95.0, 93.47, 0.822; GCA_905197585.1, s__Collinsella sp905197585, 95.06, 93.47, 0.764; GCA_902495945.1, s__Collinsella sp902495945, 95.0, 93.45, 0.792; GCA_014871665.1, s__Collinsella sp014871665, 95.0, 93.44, 0.777; GCA_900550195.1, s__Collinsella sp900550195, 95.04, 93.43, 0.794; GCA_902363125.1, s__Collinsella sp902363125, 95.02, 93.43, 0.775; GCA_938023085.1, s__Collinsella sp938023085, 95.0, 93.42, 0.779; GCA_905207495.1, s__Collinsella sp905207495, 95.66, 93.41, 0.768; GCA_902470915.1, s__Collinsella sp902470915, 95.0, 93.4, 0.799; GCF_025289055.1, s__Collinsella sp900549025, 95.15, 93.38, 0.787; GCA_902492935.1, s__Collinsella sp902492935, 95.0, 93.38, 0.783; GCA_902491915.1, s__Collinsella sp902491915, 95.0, 93.36, 0.797; GCF_964239575.1, s__Collinsella aerofaciens_BQ, 95.02, 93.35, 0.75; GCA_900752015.1, s__Collinsella sp900752015, 95.16, 93.32, 0.792; GCA_902494035.1, s__Collinsella sp902494035, 95.0, 93.32, 0.786; GCA_902493985.1, s__Collinsella sp902493985, 95.0, 93.31, 0.794; GCA_900541055.1, s__Collinsella sp900541055, 95.0, 93.29, 0.779; GCA_900541125.1, s__Collinsella sp900541125, 95.0, 93.27, 0.78; GCA_937982065.1, s__Collinsella sp937982065, 95.01, 93.27, 0.759; GCA_902475475.1, s__Collinsella sp902475475, 95.3, 93.26, 0.812; GCA_963657575.1, s__Collinsella sp963657575, 95.32, 93.25, 0.629; GCA_958348225.1, s__Collinsella sp958348225, 95.0, 93.22, 0.815; GCA_900755685.1, s__Collinsella sp900755685, 95.04, 93.22, 0.804; GCA_963621725.1, s__Collinsella sp963621725, 95.13, 93.22, 0.768; GCA_905199225.1, s__Collinsella sp900554665, 95.0, 93.22, 0.764; GCA_900542125.1, s__Collinsella sp900542125, 95.0, 93.21, 0.783; GCF_040098165.1, s__Collinsella sp040098165, 95.33, 93.21, 0.777; GCA_902493545.1, s__Collinsella sp902493545, 95.03, 93.21, 0.774; GCA_900543515.1, s__Collinsella sp900543515, 95.0, 93.21, 0.774; GCA_958420205.1, s__Collinsella sp958420205, 95.17, 93.19, 0.802; GCA_018368055.1, s__Collinsella sp018368055, 95.0, 93.18, 0.765; GCF_964240045.1, s__Collinsella sp902469555, 95.11, 93.18, 0.744; GCA_900541875.1, s__Collinsella sp900541875, 95.0, 93.16, 0.808; GCA_018382125.1, s__Collinsella sp018382125, 95.0, 93.16, 0.785; GCA_900541205.1, s__Collinsella sp900541205, 95.0, 93.16, 0.785; GCA_036298225.1, s__Collinsella sp036298225, 95.0, 93.16, 0.778; GCA_902497065.1, s__Collinsella sp902497065, 95.0, 93.16, 0.777; GCA_937950325.1, s__Collinsella sp937950325, 95.01, 93.16, 0.758; GCA_938045065.1, s__Collinsella sp938045065, 95.11, 93.16, 0.716; GCA_900759565.1, s__Collinsella sp900759565, 95.0, 93.11, 0.806; GCF_039752955.1, s__Collinsella aerofaciens_BI, 95.0, 93.11, 0.78; GCA_902494715.1, s__Collinsella sp902494715, 95.0, 93.1, 0.787; GCA_900751695.1, s__Collinsella sp900751695, 95.0, 93.08, 0.805; GCA_900551555.1, s__Collinsella sp900551555, 95.0, 93.08, 0.788; GCA_900765115.1, s__Collinsella sp900765115, 95.0, 93.08, 0.752; GCA_902470265.1, s__Collinsella sp902470265, 95.0, 93.07, 0.73; GCA_900754445.1, s__Collinsella sp900754445, 95.0, 93.06, 0.785; GCA_902496375.1, s__Collinsella sp902496375, 95.0, 93.05, 0.772; GCA_905204735.1, s__Collinsella sp905204735, 95.08, 93.01, 0.764; GCA_900545605.1, s__Collinsella sp900545605, 95.0, 92.98, 0.761; GCA_902495085.1, s__Collinsella sp902495085, 95.09, 92.96, 0.753; GCF_015546965.1, s__Collinsella aerofaciens_X, 95.0, 92.73, 0.771; GCF_015548375.1, s__Collinsella aerofaciens_AB, 95.01, 92.7, 0.711	95.87	11	N/A	N/A
flye2.9.6_942_SemiBin_18	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas sp000209385	GCA_902381685.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas sp000209385	98.97	0.844	GCA_902381685.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas sp000209385	98.97	0.844	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900551895.1, s__Faecalimonas sp900551895, 95.0, 87.41, 0.566; GCA_020024645.1, s__Faecalimonas sp020024645, 95.0, 83.76, 0.296; GCA_029264305.1, s__Faecalimonas sp029264305, 95.0, 82.53, 0.332	70.43	11	N/A	N/A
flye2.9.6_sr_2118_SemiBin_72	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum butyriciproducens	GCF_003096535.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum butyriciproducens	95.02	0.76	GCF_003096535.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum butyriciproducens	95.02	0.76	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_963661675.1, s__Agathobaculum sp963661675, 95.0, 89.4, 0.501; GCF_934504345.1, s__Agathobaculum sp934504345, 95.0, 86.72, 0.352; GCF_014288055.1, s__Agathobaculum hominis, 95.0, 85.55, 0.198; GCA_900544475.1, s__Agathobaculum sp900544475, 95.0, 85.14, 0.175	43.13	11	N/A	N/A
flye2.9.6_sr_3068_SemiBin_21	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__	N/A	N/A	N/A	N/A	N/A	GCF_018408575.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas coprocola	94.47	0.735	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_900545495.1, s__Vescimonas sp900545495, 95.0, 87.78, 0.301; GCA_000435555.1, s__Vescimonas sp000435555, 95.0, 87.48, 0.271; GCA_934591815.1, s__Vescimonas sp934591815, 95.0, 86.47, 0.278; GCA_002438575.1, s__Vescimonas sp002438575, 95.0, 85.99, 0.217; GCA_900551355.1, s__Vescimonas sp900551355, 95.0, 85.2, 0.202; GCA_900550585.1, s__Vescimonas sp900550585, 95.0, 84.49, 0.201; GCA_934591745.1, s__Vescimonas sp934591745, 95.0, 84.17, 0.184; GCA_934623575.1, s__Vescimonas sp934623575, 95.0, 84.1, 0.159; GCA_900547745.1, s__Vescimonas sp900547745, 95.0, 83.98, 0.201; GCA_900545585.1, s__Vescimonas sp900545585, 95.0, 83.81, 0.196; GCA_934589835.1, s__Vescimonas sp934589835, 95.0, 83.56, 0.159; GCA_934590325.1, s__Vescimonas sp934590325, 95.0, 83.37, 0.168; GCF_020687045.1, s__Vescimonas cirricatena, 95.0, 83.18, 0.18; GCA_963632705.1, s__Vescimonas sp963632705, 95.0, 83.1, 0.152; GCA_000435975.1, s__Vescimonas sp000435975, 95.0, 82.37, 0.155	58.98	11	0.97927	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
flye2.9.6_sr_4143_SemiBin_137	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103;s__CAG-103 sp000432375	GCA_025757645.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103;s__CAG-103 sp000432375	98.31	0.819	GCA_025757645.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103;s__CAG-103 sp000432375	98.31	0.819	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900317855.1, s__CAG-103 sp900317855, 95.0, 94.09, 0.732; GCA_934589185.1, s__CAG-103 sp934589185, 95.43, 94.04, 0.711; GCA_900757655.1, s__CAG-103 sp900757655, 95.0, 93.3, 0.76; GCA_963627135.1, s__CAG-103 sp963627135, 95.0, 92.26, 0.66; GCA_900543625.1, s__CAG-103 sp900543625, 95.0, 90.89, 0.651; GCA_905215475.1, s__CAG-103 sp905215475, 95.0, 90.62, 0.704; GCA_934591895.1, s__CAG-103 sp934591895, 95.0, 90.06, 0.641	88.32	11	N/A	N/A
flye2.9.6_sr_4143_SemiBin_66	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium bifidum	GCF_001025135.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium bifidum	98.65	0.931	GCF_001025135.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium bifidum	98.65	0.931	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_009193355.1, s__Bifidobacterium leontopitheci, 95.0, 82.21, 0.198	96.01	11	N/A	N/A
flye2.9.6_sr_5178_SemiBin_131	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira eligens_A	GCF_009680455.1	95.58	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira eligens_A	97.44	0.822	GCF_009680455.1	95.58	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira eligens_A	97.44	0.822	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000146185.1, s__Lachnospira eligens, 95.0, 95.18, 0.762; GCA_003464165.1, s__Lachnospira sp003451515, 95.0, 94.78, 0.744; GCF_003458705.1, s__Lachnospira sp003537285, 95.44, 94.52, 0.74; GCA_019424245.1, s__Lachnospira sp019424245, 95.0, 94.17, 0.492; GCA_030537195.1, s__Lachnospira sp030537195, 95.0, 90.3, 0.648; GCA_963590775.1, s__Lachnospira sp963590775, 95.0, 89.96, 0.633; GCA_963597265.1, s__Lachnospira sp963597265, 95.0, 89.95, 0.648; GCA_934343805.1, s__Lachnospira sp934343805, 95.0, 87.96, 0.459; GCA_945910225.1, s__Lachnospira sp945910225, 95.0, 86.9, 0.436; GCA_963654395.1, s__Lachnospira sp963654395, 95.0, 86.32, 0.371; GCA_945939115.1, s__Lachnospira sp945939115, 95.0, 81.2, 0.195	89.85	11	N/A	N/A
flye2.9.6_sr_5178_SemiBin_143	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola plebeius_A	GCF_003437535.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola plebeius_A	96.27	0.718	GCF_003437535.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola plebeius_A	96.27	0.718	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_945965395.1, s__Phocaeicola sp945965395, 95.0, 94.4, 0.673; GCF_000187895.1, s__Phocaeicola plebeius, 95.0, 93.21, 0.652; GCF_025567125.1, s__Phocaeicola fibrisolvens, 95.0, 84.24, 0.361; GCF_025993685.1, s__Phocaeicola mediterraneensis_A, 95.0, 84.02, 0.353; GCF_016900355.1, s__Phocaeicola sp900551065, 95.0, 83.62, 0.347; GCF_900128455.1, s__Phocaeicola mediterraneensis, 95.0, 83.42, 0.333; GCA_900552075.1, s__Phocaeicola sp900552075, 95.0, 83.4, 0.398; GCF_902472605.1, s__Phocaeicola sp902472605, 95.0, 83.05, 0.353; GCA_900551445.1, s__Phocaeicola sp900551445, 95.0, 83.0, 0.362	98.17	11	N/A	N/A
flye2.9.6_sr_5178_SemiBin_98	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimenecus;s__Fimenecus sp000432435	GCA_000432435.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimenecus;s__Fimenecus sp000432435	98.81	0.942	GCA_000432435.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimenecus;s__Fimenecus sp000432435	98.81	0.942	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimenecus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_022768065.1, s__Fimenecus sp022768065, 95.0, 91.0, 0.768; GCA_002437245.1, s__Fimenecus sp002437245, 95.0, 89.93, 0.774	95.75	11	N/A	N/A
flye2.9.6_sr_8366_SemiBin_123	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp900541315	GCA_025758065.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp900541315	98.19	0.811	GCA_025758065.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp900541315	98.19	0.811	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_003473545.1, s__Enterocloster sp000431375, 95.0, 88.44, 0.474; GCA_900543885.1, s__Enterocloster sp900543885, 95.0, 87.68, 0.425; GCA_963611035.1, s__Enterocloster sp963611035, 95.0, 86.66, 0.371; GCA_963644495.1, s__Enterocloster sp963644495, 95.0, 86.46, 0.366; GCA_963621525.1, s__Enterocloster sp963621525, 95.0, 85.69, 0.359	62.75	11	N/A	N/A
flye2.9.6_sr_8366_SemiBin_131	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger qucibialis	GCA_004000625.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger qucibialis	98.73	0.822	GCA_004000625.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger qucibialis	98.73	0.822	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_963626055.1, s__Gemmiger sp963626055, 95.0, 92.7, 0.674	95.65	11	N/A	N/A
flye2.9.6_sr_8366_SemiBin_146	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__	N/A	N/A	N/A	N/A	N/A	GCF_014288055.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum hominis	94.43	0.594	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_963645185.1, s__Agathobaculum sp963645185, 95.0, 91.59, 0.441; GCA_900544475.1, s__Agathobaculum sp900544475, 95.0, 91.39, 0.435; GCF_003096535.1, s__Agathobaculum butyriciproducens, 95.0, 83.15, 0.196; GCF_934504345.1, s__Agathobaculum sp934504345, 95.0, 81.69, 0.176	59.45	11	0.99953	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
flye2.9.6_sr_8366_SemiBin_217	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp002404795	GCA_002404795.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp002404795	95.57	0.79	GCA_002404795.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp002404795	95.57	0.79	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_902796245.1, s__CAG-170 sp902796245, 95.0, 86.73, 0.418; GCA_934613505.1, s__CAG-170 sp934613505, 95.0, 86.57, 0.44; GCA_934646185.1, s__CAG-170 sp934646185, 95.0, 86.51, 0.383; GCA_000432135.1, s__CAG-170 sp000432135, 95.0, 86.44, 0.388; GCA_900751035.1, s__CAG-170 sp900751035, 95.0, 86.17, 0.282; GCA_934668295.1, s__CAG-170 sp934668295, 95.0, 86.16, 0.41; GCA_934655875.1, s__CAG-170 sp934655875, 95.0, 85.51, 0.368; GCA_934670025.1, s__CAG-170 sp934670025, 95.0, 84.45, 0.332; GCA_900545925.1, s__CAG-170 sp900545925, 95.0, 84.11, 0.279; GCA_934636305.1, s__CAG-170 sp934636305, 95.0, 80.68, 0.18	94.08	11	N/A	N/A
